file	formula	svnrevision
9007074	- Al0.196 Ca2.892 Fe1.391 Mg0.129 Mn0.024 Na0.04 O12 Si2.465 Ti0.826 V0.006 Zr0.028 -	176465
9007075	- Al0.26 Ca2.973 Fe1.438 Mg0.089 Mn0.031 Na0.018 O12 Si2.657 Ti0.494 V0.024 Zr0.016 -	176465
9007076	- Al1.937 Cr0.061 Fe0.002 Mg0.996 O4 Zn0.004 -	176465
9007081	- Al1.937 Cr0.061 Fe0.002 Mg0.996 O4 Zn0.004 -	176465
9007097	- Al1.937 Cr0.061 Fe0.002 Mg0.996 O4 Zn0.004 -	176465
9007099	- Al1.937 Cr0.061 Fe0.002 Mg0.996 O4 Zn0.004 -	176465
9007114	- Al1.937 Cr0.061 Fe0.002 Mg0.996 O4 Zn0.004 -	176465
9007115	- Al2 Mg O4 -	201816
9007118	- Al2 Mg O4 -	201816
9007136	- Al2 Mg O4 -	176465
9007149	- Ca3 Cr2 O12 Si3 -	176465
9007150	- O2 Si -	202019
9007155	- Fe0.91 Li0.85 Mg0.24 O6 Si2 -	176465
9007156	- Fe0.91 Li0.85 Mg0.24 O6 Si2 -	176465
9007157	- Fe0.91 Li0.85 Mg0.24 O6 Si2 -	176465
9007161	- O2 Si -	201816
9007162	- O2 Si -	201816
9007180	- Al1.928 Cr0.066 Mg1.003 Mn0.001 O4 Zn0.002 -	176465
9007185	- Al1.928 Cr0.066 Mg1.003 Mn0.001 O4 Zn0.002 -	176465
9007195	- Al1.868 Cr0.123 Mg0.999 Mn0.002 O4 Zn0.007 -	201816
9007200	- Al1.868 Cr0.123 Mg0.999 Mn0.002 O4 Zn0.007 -	201816
9007210	- Al1.834 Cr0.162 Mg0.995 Mn0.002 O4 Zn0.007 -	176465
9007215	- Al1.834 Cr0.162 Mg0.995 Mn0.002 O4 Zn0.007 -	176465
9007225	- Al1.914 Fe0.082 Mg0.99 O4 -	176465
9007230	- Al1.917 Fe0.08 Mg0.991 O4 -	176465
9007251	- Ca0.001 Fe0.747 Mn0.215 Nb1.894 O6 Sc0.003 Sn0.001 Ta0.094 Ti0.027 W0.003 -	176465
9007254	- Ca0.009 Fe0.138 Mn0.792 Nb1.794 O6 Sc0.002 Sn0.003 Ta0.166 Ti0.077 W0.001 -	176465
9007257	- Al0.054 Cr1.804 Fe0.005 Mg0.99 O4 V0.142 Zn0.007 -	176465
9007258	- Al0.078 Cr1.708 Fe0.003 Mg Mn0.002 O4 V0.15 Zn0.008 -	176465
9007259	- Al0.064 Cr1.75 Fe0.002 Mg0.99 O4 V0.19 Zn0.006 -	176465
9007260	- Al0.078 Cr1.67 Fe0.003 Mg0.97 Mn0.002 O4 V0.26 Zn0.005 -	176465
9007261	- Al0.028 Cr1.46 Fe0.009 Mg0.99 Mn0.003 O4 V0.512 Zn0.005 -	176465
9007262	- Al0.09 Cr1.38 Fe0.018 Mg0.979 Mn0.004 O4 V0.524 Zn0.005 -	176465
9007263	- Al0.086 Cr1.36 Fe0.01 Mg0.99 Mn0.003 O4 V0.55 Zn0.005 -	176465
9007264	- Al0.09 Cr1.36 Fe0.01 Mg0.987 Mn0.003 O4 V0.552 Zn0.005 -	176465
9007265	- Al0.02 Cr1.4 Fe0.005 Mg0.99 Mn0.002 O4 V0.58 Zn0.008 -	176465
9007266	- Al0.024 Cr1.36 Fe0.004 Mg0.99 Mn0.003 O4 V0.64 -	176465
9007267	- Al0.02 Cr1.3 Fe0.01 Mg0.99 Mn0.003 O4 V0.68 -	176465
9007268	- Al0.024 Cr1.24 Fe0.009 Mg0.99 O4 V0.74 Zn0.008 -	176465
9007269	- Al0.02 Cr1.02 Fe0.002 Mg O4 V0.96 Zn0.015 -	176465
9007270	- Al0.79 Fe1.21 Mg O4 -	176465
9007271	- Al0.47 Fe1.52 Mg O4 -	176465
9007272	- Al0.22 Fe1.77 Mg1.01 O4 -	176465
9007273	- Fe2 Mg O4 -	176465
9007310	- Cr2 Mg O4 -	201816
9007311	- Cr2 Mg O4 -	201816
9007312	- Cr1.992 Fe0.024 Mg0.984 O4 -	176465
9007313	- Cr1.996 Fe0.072 Mg0.932 O4 -	176465
9007314	- Cr2 Fe0.13 Mg0.87 O4 -	176465
9007315	- Cr2 Fe0.2 Mg0.8 O4 -	176465
9007316	- Cr2 Fe0.32 Mg0.68 O4 -	176465
9007317	- Cr2 Fe0.33 Mg0.67 O4 -	176465
9007318	- Cr2 Fe0.37 Mg0.63 O4 -	176465
9007319	- Cr2 Fe0.6 Mg0.4 O4 -	176465
9007320	- Cr2 Fe0.65 Mg0.35 O4 -	176465
9007321	- Cr2 Fe0.67 Mg0.33 O4 -	176465
9007322	- Cr2 Fe0.76 Mg0.24 O4 -	176465
9007323	- Cr2 Fe0.87 Mg0.13 O4 -	176465
9007324	- Cr2 Fe0.91 Mg0.09 O4 -	176465
9007325	- Cr2 Fe O4 -	176465
9007329	- Fe0.08 Mg9.636 O14 Si2.173 -	176465
9007330	- Fe0.338 Mg9.292 O14 Si2.134 -	176465
9007339	- Ca O5 Si Ti -	176465
9007340	- Ca O5 Si Ti0.9 Zr0.1 -	176465
9007341	- Ca O5 Si Ti0.81 Zr0.19 -	176465
9007342	- Ca O5 Si Ti0.71 Zr0.29 -	176465
9007343	- Ca O5 Si Ti0.62 Zr0.38 -	176465
9007344	- Ca O5 Si Ti0.51 Zr0.49 -	176465
9007345	- Al1.94 Fe0.76 Mg0.3 O4 -	176465
9007360	- Al0.09 Ca1.87 K0.02 Mg0.96 Na0.1 O7 Si1.98 Sr0.02 -	176465
9007361	- Al0.09 Ca1.87 K0.02 Mg0.96 Na0.1 O7 Si1.98 Sr0.02 -	176465
9007362	- Al0.09 Ca1.87 K0.02 Mg0.96 Na0.1 O7 Si1.98 Sr0.02 -	176465
9007371	- Al0.157 Ca2.915 Fe1.341 Mg0.158 Mn0.034 Na0.02 Nb0.002 O12 Si2.263 Ti1.054 Zr0.056 -	176465
9007372	- O5 Si2 Sr -	176465
9007377	- Mg2 O4 Si -	176465
9007378	- O2 Si -	176465
9007381	- K2 O9 Si3 Ti -	176465
9007382	- K2 O9 Si3 Zr -	176465
9007383	- Cs2 O9 Si3 Zr -	176465
9007384	- Mn O3 Ti -	176465
9007385	- Mn0.5 Ni0.5 O3 Ti -	176465
9007386	- Mg0.25 Mn0.25 Ni0.25 O3 Ti Zn0.25 -	176465
9007387	- Mg0.333 Ni0.333 O3 Ti Zn0.333 -	176465
9007388	- Mg0.5 Ni0.5 O3 Ti -	176465
9007389	- Ni O3 Ti -	176465
9007390	- Ge O5 Sr Ti -	176465
9007391	- Ca0.076 Ge O5 Sr0.923 Ti -	176465
9007392	- Ca0.3 Ge O5 Sr0.699 Ti -	176465
9007393	- Ca0.389 Ge O5 Sr0.61 Ti -	176465
9007394	- Ca0.507 Ge O5 Sr0.492 Ti -	176465
9007395	- Ca0.593 Ge O5 Sr0.406 Ti -	176465
9007396	- Ca0.713 Ge O5 Sr0.286 Ti -	176465
9007397	- Ca0.903 Ge O5 Sr0.096 Ti -	176465
9007406	- Co Mg O4 Si -	176465
9007414	- Ca0.9 Na0.1 O5 Si Ta0.1 Ti0.9 -	176465
9007415	- Ca0.8 Na0.2 O5 Si Ta0.2 Ti0.8 -	176465
9007416	- Al0.1 Ca O5 Si Ta0.1 Ti0.8 -	176465
9007417	- Al0.2 Ca O5 Si Ta0.2 Ti0.6 -	176465
9007418	- Al0.3 Ca O5 Si Ta0.3 Ti0.4 -	176465
9007419	- Fe0.117 Mg6.217 O14 Si2 -	176465
9007432	- O2 Ti -	202019
9007435	- Ge O2 -	202019
9007445	- Al4 O7 Sr -	176465
9007446	- Al4 Ca O7 -	176465
9007448	- O2 Zr -	202019
9007477	- Ge O2 -	120115
9007485	- O2 Zr -	202019
9007486	- Cr O4 Pb -	176465
9007488	- Mn O21 Pb8 Si6 -	176465
9007495	- Mn Nb O6 Ta -	188410
9007496	- Al2 O3 -	202019
9007497	- Cu2 O -	202019
9007498	- Al2 O3 -	202019
9007499	- Ba0.4 O8 Ti4 -	188410
9007506	- Al3 B Fe0.1 Mg0.9 O9 Si -	176465
9007520	- Mn2 O3 -	202019
9007521	- Fe0.034 Mn1.966 O3 -	176465
9007522	- Fe1.26 Mn0.74 O3 -	176465
9007526	- O4 Si Zn2 -	176465
9007530	- O2 Si -	202019
9007531	- O2 Ti -	202019
9007532	- Ge O2 -	202019
9007533	- O2 Sn -	188410
9007540	- Cr O2 -	188410
9007541	- O2 Ru -	202019
9007542	- O2 Os -	202019
9007543	- O2 Pb -	202019
9007570	- Cr K2 O4 -	176465
9007585	- Cu2 O7 V2 -	176465
9007595	- O4 Sn W -	176465
9007599	- Mg2 O7 V2 -	176465
9007600	- Co2 O7 V2 -	176465
9007601	- Ni2 O7 V2 -	176465
9007606	- Cu2 O7 V2 -	176465
9007607	- B2 Ca3 O6 -	176465
9007610	- Li0.55 Mn4 Na0.45 O15 Si5 -	176465
9007617	- O4 Pb W -	176465
9007624	- O4 Si Th -	176465
9007625	- O4 Si Th -	176465
9007627	- O4 Si Zn2 -	176465
9007634	- Al2 O3 -	202019
9007644	- Fe3 O4 -	202019
9007646	- Ba0.1 Fe0.52 K0.66 Mg0.12 Na0.02 O8 Ti3.36 -	176465
9007647	- Al0.08 Fe0.16 K0.65 Mn3.76 Na0.11 O8 Sr0.08 -	176465
9007648	- Al0.12 Ba0.34 Fe0.64 Mn3.24 O8 Pb0.08 -	176465
9007649	- Na0.5 O13 Si3 Y4.5 -	176465
9007673	- Mn O3 Ti -	188410
9007678	- Ge3 Mg5.467 Ni4.533 O16 -	188410
9007693	- Ca3 Fe2 O12 Si3 -	188410
9007697	- Cu6 O8 Pb -	188410
9007698	- Cu6 O8 Pb -	188410
9007701	- Al2 Mn3 O12 Si3 -	188410
9007706	- Fe3 O4 -	202019
9007707	- Fe2.961 Mg0.039 O4 -	176465
9007710	- O Pb -	202019
9007711	- Ca1.543 Na2.914 O9 Si3 -	176465
9007714	- Fe2 Mo3 O8 -	125874
9007717	- Ca2 Na2 O9 Si3 -	176465
9007719	- Mn Na O6 Si2 -	176465
9007720	- Ca3.8 Na4.4 O18 Si6 -	176465
9007721	- Ca1.5 Na2.64 O9 Si3 -	176465
9007733	- O8 Tl V3 -	176465
9007740	- Na2 O7 W2 -	176465
9007744	- Ba2 Cu2.941 O6.822 Y -	176465
9007747	- Li2 O5 Si2 -	176465
9007750	- B2 Ba2 Cu O6 -	176465
9007751	- B Li O5 U -	176465
9007760	- Na0.56 O5 V2 -	176465
9007763	- Ca1.003 Ge2 Na1.997 O6 -	176465
9007780	- Ba2 Cu1.1 Ho2 O8 Pt0.9 -	176465
9007785	- Er O4 V -	176465
9007787	- Mo5 O8 Sn -	176465
9007793	- Ge8.5 Na4 O20 -	176465
9007803	- K2 O10 Si4 Zn -	176465
9007807	- Ba Cu2 O7 Si2 -	176465
9007811	- O15 Pb V6 -	176465
9007812	- K O10 V4 -	176465
9007823	- Co Fe Lu O4 -	176465
9007824	- Fe2 Lu O4 -	176465
9007831	- B7 Li3 O12 -	176465
9007832	- Al0.64 Ba2 Ca0.485 Cu2.36 La0.515 O6.78 -	176465
9007842	- Cr2 K3 Na O8 -	176465
9007843	- Ge5 Li4 O12 -	176465
9007845	- Ba3 Ca Cu O17 Si6 -	176465
9007890	- In Li O4 Si -	176465
9007892	- Mo6 O12 Pr -	176465
9007899	- Er Mn O3 -	120115
9007900	- Al10 O20 Si Sr3 -	176465
9007904	- B Ga O4 Pb -	176465
9007905	- Mn O3 Yb -	176465
9007909	- Lu Mn O3 -	120115
9007914	- Co0.5 Ga0.5 O2 Yb0.5 -	176465
9007922	- Ca Mo5 O8 -	120115
9007924	- O13 Si3 Sm5 -	176465
9007927	- Al2 B2 O7 Rb2 -	176465
9007935	- Al Cs Mo2 O8 -	176465
9007937	- Al Mo2 Na O8 -	176465
9007942	- O5 Sc2 Ti -	176465
9007943	- B4 Hg O7 -	176465
9007947	- Li3 Mo3 O12 Sc -	176465
9007948	- Ba2 Co O7 Si2 -	176465
9007952	- Li3 O4 Ta -	176465
9007956	- Li Mn O4 V -	176465
9007957	- Cr3 Cs2 O10 -	176465
9007963	- Li Mn2 O4 -	176725
9007980	- B3 Eu O6 -	176465
9007981	- B3 Ce O6 -	176465
9007984	- Cs2 O15 Si6 Th -	176465
9007986	- Ce2 O7 Si2 -	176465
9007988	- Cd O3 Si -	176465
9007993	- Li O4 V2 -	176465
9007995	- Al La O3 -	176465
9007996	- K4 Na2 O15 Si6 -	176465
9008003	- Al2 D2 O6 Si -	176465
9008004	- Al1.338 Ca3 Fe0.662 O12 Si3 -	176465
9008010	- Ba O9 Si3 Ti -	176465
9008035	- Fe O3 Ti -	176465
9008036	- Ni O3 Ti -	176465
9008037	- Cd O3 Ti -	176465
9008068	- Fe Mn O3 -	176465
9008074	- Al26 Mg O40 -	176465
9008076	- Ca0.2 Fe1.12 Mg0.68 O6 Si2 -	176465
9008077	- Mg O3 Si -	176465
9008081	- Al2 O3 -	202022
9008082	- O3 Ti2 -	202019
9008083	- O3 V2 -	202019
9008084	- Cr2 O3 -	202019
9008086	- Ca Mn O6 Si2 -	208305
9008090	- K2 O13 Ti6 -	176465
9008094	- Al1.82 Cr0.18 O3 -	176465
9008095	- Cr2 O3 -	202019
9008096	- Al1.9 Fe0.075 Mg0.235 O4 Zn0.79 -	176465
9008105	- Mo O4 Pb -	176465
9008107	- Ba Fe0.5 O7 Si2 Ti0.5 -	176465
9008109	- K1.7 Na0.3 O15 Si6 Zr -	176465
9008110	- O2 Si -	176465
9008111	- B2 Co3 O6 -	176465
9008120	- O4 Pb Si Zn -	176465
9008121	- O3 Sc2 -	202019
9008124	- Fe O4 W -	176465
9008136	- Al4 B12 Be4 Cs O28 -	176465
9008137	- Ba Fe12 O19 -	85285
9008139	- Ge1.5 Li2 O5 Si0.5 -	176465
9008140	- Al Li O6 Si2 -	176465
9008141	- O3 Pb Si -	176465
9008144	- Al11 Na O17 -	120115
9008151	- Ca O3 Si -	176465
9008152	- Al0.333 Li0.333 O2 Si0.667 -	176465
9008154	- Ge Li4 O4 -	176465
9008156	- Ca2 O9 Pb Si3 -	176465
9008164	- Mg O3 Si -	176465
9008168	- Ba O9 Si3 Ti -	176465
9008169	- Cu La O2 -	176725
9008170	- Cu O2 Pr -	176465
9008171	- Cu Nd O2 -	176725
9008172	- Cu O2 Sm -	176465
9008173	- Cu Eu O2 -	176725
9008176	- O2 Si -	176465
9008177	- Fe2 Ge3 Mn3 O12 -	176465
9008180	- Ge Mn O3 -	176465
9008182	- Ca O3 Si -	176465
9008186	- Al Li O6 Si2 -	176465
9008187	- Ca2 O7 Si2 Zn -	176465
9008188	- Ba2 O8 Si2 Ti -	176465
9008189	- Ba2 O8 Si2 Ti -	176465
9008192	- Ba3 O8 V2 -	176465
9008193	- B2 O6 Zn3 -	176465
9008195	- Al Ca Na O7 Si2 -	176465
9008208	- Ca2 Fe1.856 O15 Si5 -	176465
9008213	- O2 Ti -	202019
9008218	- Al K O8 Si3 -	176465
9008219	- Al K O8 Si3 -	176465
9008224	- O2 Si -	176465
9008225	- O2 Si -	176465
9008236	- Al4 Ba Na2 O16 Si4 -	176465
9008246	- Ni2 O4 Si -	176465
9008251	- Fe2 O4 Yb -	176465
9008261	- Be3 Ca Mn2 O12 Si3 -	176465
9008271	- Fe Li Na2 O15 Si6 -	176465
9008275	- Ge3 O7 Pb -	176465
9008276	- Ge O5 Pb3 -	176465
9008279	- Al O3 Sc -	176465
9008280	- O2 Si -	176465
9008286	- Ca3 Mn2 O14 Si4 -	176465
9008304	- Al Li O10 Si4 -	176465
9008307	- O2 Ti0.67 Zr0.33 -	176465
9008308	- O2 Si -	176465
9008313	- Al Cu O2 -	176465
9008366	- Ca27 O45 Si9 -	176465
9008386	- B12 Mg20.58 Mn15.42 O60 -	176465
9008394	- Cr Fe0.1 Mg1.9 Na O10 Si3 -	176465
9008405	- Al2.383 Ge0.617 O4.809 -	176465
9008412	- Ca3 Cu5 O26 Si9 -	176465
9008437	- Ca6 O19 Si6 -	176465
9008438	- Ca6 O19 Si6 -	176465
9008439	- Ca6 O19 Si6 -	176465
9008440	- Al Li O6 Si2 -	176465
9008441	- Ga Li O6 Si2 -	176465
9008442	- Cr Li O6 Si2 -	176465
9008443	- Li O6 Si2 V -	176465
9008444	- Fe Li O6 Si2 -	176465
9008445	- Fe0.873 Li O6 Sc0.127 Si2 -	176465
9008446	- Fe0.826 Li O6 Sc0.177 Si2 -	176465
9008447	- Fe0.739 Li O6 Sc0.261 Si2 -	176465
9008448	- Fe0.573 Li O6 Sc0.426 Si2 -	176465
9008449	- Fe0.385 Li O6 Sc0.614 Si2 -	176465
9008450	- Fe0.087 Li O6 Sc0.913 Si2 -	176465
9008451	- Li O6 Sc Si2 -	201816
9008452	- Li O6 Sc Si2 -	201816
9008453	- In0.203 Li O6 Sc0.787 Si2 -	176465
9008454	- In0.289 Li O6 Sc0.71 Si2 -	176465
9008455	- In0.553 Li O6 Sc0.447 Si2 -	176465
9008456	- In0.815 Li O6 Sc0.185 Si2 -	176465
9008457	- In Li O6 Si2 -	176465
9008599	- Ba O -	202019
9008605	- Ca O -	202019
9008609	- Cd O -	202019
9008618	- Co O -	202019
9008633	- Eu O -	176725
9008636	- Fe O -	202019
9008671	- Mg O -	202019
9008674	- Mn O -	202019
9008684	- Nb O -	202019
9008693	- Ni O -	202019
9008717	- O Sm -	202019
9008727	- O Sr -	202019
9008732	- O Ta -	202019
9008749	- O Ti -	202019
9008758	- O U -	176465
9008766	- O V -	202019
9008772	- O Yb -	176465
9008779	- O Zr -	202019
9008782	- Nb O -	202019
9008861	- Be O -	202019
9008877	- O Zn -	202019
9008955	- O Pb -	202019
9008956	- O Sn -	202019
9008960	- O Pb -	202019
9008961	- Cu O -	202019
9008962	- Ag O -	202019
9008976	- O Ti2 -	176465
9008987	- Li2 O2 -	202019
9008988	- Na2 O2 -	202019
9008989	- K2 O2 -	202019
9008990	- O2 Rb2 -	202019
9008991	- Cs2 O2 -	202019
9008998	- Am O2 -	176725
9009008	- Ce O2 -	202019
9009009	- Cm O2 -	176725
9009016	- Hf O2 -	202019
9009025	- Np O2 -	176725
9009026	- O2 Pa -	176465
9009031	- O2 Pr -	176465
9009036	- O2 Pu -	202019
9009045	- O2 Tb -	176465
9009046	- O2 Th -	202019
9009049	- O2 U -	202022
9009051	- O2 Zr -	202019
9009055	- K2 O -	202019
9009059	- Li2 O -	202019
9009063	- Na2 O -	202019
9009067	- O Rb2 -	202019
9009080	- Ge O2 -	202019
9009081	- Mn O2 -	202019
9009082	- O2 Sn -	176465
9009083	- O2 Ti -	202019
9009086	- O2 Ti -	202019
9009087	- O2 Ti -	202019
9009089	- O2 V -	202019
9009090	- Mo O2 -	202019
9009091	- O2 Pb -	202019
9009092	- O2 Re -	176465
9009093	- Nb O2 -	176725
9009127	- Cs2 O -	202019
9009220	- Ca2 O14 Ti4 Zr2 -	176465
9009222	- O3 Tl2 -	202019
9009223	- Ba2 Ca Cu2.13 Hg0.87 O6.64 -	176465
9009224	- Ba2 Ca2 Cu3.18 Hg0.82 O12.13 -	176465
9009225	- Fe1.98 Mg0.854 O4 Re0.166 -	176465
9009226	- Fe2.144 Mg0.78 O4 Re0.076 -	176465
9009227	- Fe1.665 Ir0.042 Mg1.063 O4 Ru0.23 -	176465
9009228	- Fe1.807 Mg1.039 O4 Os0.056 Rh0.1 -	176465
9009238	- O2 Si -	202019
9009262	- Cu0.56 Mn6.44 O12 Si -	176465
9009265	- Ca9 O15 Si3 -	176465
9009270	- B2 Ca3 O6 -	176465
9009301	- Al6 Be Fe0.37 Mg1.63 O12 -	176465
9009302	- Al6 Be Fe0.47 Mg1.25 O12 Zn0.28 -	176465
9009303	- Al8 Be Mg3 O16 -	176465
9009305	- Al3.156 Ca1.01 K0.164 Na0.226 O24 Si8.844 -	176465
9009306	- Al3.166 Ca1.01 K0.164 Na0.226 O24 Si8.821 -	176465
9009307	- Al4.056 Ca0.581 K0.269 Na0.84 O24 Si7.944 -	176465
9009308	- Al4.016 Ca0.581 K0.269 Na0.84 O24 Si7.984 -	176465
9009313	- Mn O3.5 V -	201816
9009314	- Mn2 O7 V2 -	201816
9009322	- Al16 K11.47 Na4.53 O64 Si16 -	176465
9009324	- B2 Ca O6 Sn -	176465
9009330	- Ba O9 Si3 Sn0.77 Ti0.23 -	176465
9009331	- Ba O9 Si3 Ti0.03 Zr0.97 -	176465
9009334	- Ba0.63 Fe0.32 K1.07 Na1.3 Nb0.12 O14 Si4 Ti1.44 Zr0.12 -	176465
9009335	- Ca1.255 Co0.745 O4 Si -	176465
9009355	- Al3 K2 Na O12 Si3 -	176465
9009357	- Cu2 O7 V2 -	176465
9009362	- Ca0.75 Ce0.25 Nb0.95 O6 Ta0.63 Ti0.42 -	176465
9009367	- Al0.333 Li0.333 O2 Si0.667 -	176465
9009386	- Ca O5 Si Ti0.3 V0.7 -	176465
9009404	- Mo O4 Pb -	176465
9009412	- Be Ca2 O7 Si2 -	176465
9009415	- Al0.44 B2 Fe1.11 Mg3.91 Mn0.54 O10 -	176465
9009429	- Ba Be2 O7 Si2 -	176465
9009430	- O7 Si2 Y2 -	176465
9009431	- Na2 O11 Si4 Zr -	176465
9009434	- Al K O4 Si -	176465
9009435	- Al K O4 Si -	176465
9009437	- Na2 O11 Si4 Zr -	176465
9009443	- Ca3 O7 Si2 -	176465
9009452	- Al2.49 Ca1.92 Fe1.053 K0.44 Mg3.133 Mn0.01 Na0.54 O24 Si5.88 Ti0.514 -	176465
9009463	- Al Na O4 Si -	176465
9009466	- Ca5 Mn O33 Pb9 Si9 -	176465
9009471	- Al1.76 Eu0.92 O8 Si2.24 -	176465
9009475	- Ca2.33 Mn0.67 O7 Si2 -	176465
9009480	- B K O8 Si3 -	176465
9009491	- Fe0.85 K0.9 Mg4.15 Na0.2 O30 Si12 -	176465
9009492	- Fe0.65 K0.89 Mg4.35 Na0.55 O30 Si12 -	176465
9009493	- Fe0.7 K0.93 Mg4.3 Na0.31 O30 Si12 -	176465
9009494	- Fe0.8 K0.85 Mg4.2 Na0.29 O30 Si12 -	176465
9009495	- Fe0.7 K0.8 Mg4.3 Na0.6 O30 Si12 -	176465
9009496	- Fe0.75 K0.8 Mg4.25 Na0.64 O30 Si12 -	176465
9009520	- Fe2 Ge O4 -	176465
9009527	- Ca0.94 Na0.06 Nb0.13 O10.97 Ta3.86 -	176465
9009528	- Be Na2 O6 Si2 -	176465
9009529	- Ca0.17 Ce0.68 Fe0.06 Mn0.02 Nb1.01 O6 Th0.01 Ti0.99 -	176465
9009534	- B2 Ca O4 -	176465
9009535	- Be Na2 O6 Si2 -	176465
9009538	- Na O7 Si2 Zr -	176465
9009541	- Mn Na6 O18 Si6 Ti -	176465
9009543	- Ca Na6 O18 Si6 Zr -	176465
9009546	- Ca1.5 Fe Na6 O18 Si6 -	176465
9009548	- B2 Ba Na4 O30 Si10 Ti2 -	176465
9009556	- Na4 O18 Si6 Zr -	176465
9009601	- Ca0.94 Fe0.036 Mg0.964 Na0.06 O6 Si2 -	176465
9009602	- Al0.905 Ca0.952 Fe0.159 Mg0.936 Na1.048 O12 Si4 -	176465
9009616	- K2 O15 Si6 Ti -	176465
9009626	- Ca O4 W -	201816
9009627	- Ca O4 W -	201816
9009632	- Ca Mo O4 -	176725
9009648	- Al2 Ba0.99 Eu0.01 O8 Si2 -	176465
9009662	- Al K O8 Si3 -	176465
9009663	- Al1.02 Ca0.02 Na0.98 O8 Si2.98 -	176465
9009664	- Ca Fe0.25 Mg0.74 O6 Si2 -	176465
9009665	- Al4 K O12 Si2 -	176465
9009666	- O2 Si -	176465
9009669	- Mo O3 -	120115
9009670	- Mo O3 -	120115
9009671	- Al2 O3 -	202019
9009678	- Al2 O3 -	202019
9009686	- O2 Si -	176465
9009701	- O7 Pb2 V2 -	176465
9009710	- Cu K2 O10 Si4 -	176465
9009725	- Al K O6 Si -	176465
9009727	- Ba0.75 Fe0.08 K0.19 Mn3.92 O8 -	176465
9009728	- Al K O4 Si -	176465
9009730	- Ca2 Fe0.446 Mg0.554 O7 Si2 -	201816
9009731	- Ca2 Fe0.446 Mg0.554 O7 Si2 -	201816
9009746	- Mg2 O7 V2 -	176465
9009749	- Mg O3 V -	176465
9009751	- Ce Nb O4 -	205498
9009752	- Ce O4 Ta -	176465
9009753	- Nd O4 Ta -	176465
9009754	- Ca0.92 O7 Ti1.99 U1.08 -	176465
9009760	- Cu O10 Si4 Sr -	176465
9009761	- Ba Cu O10 Si4 -	176465
9009762	- Ca Cu O10 Si4 -	176465
9009763	- Ce O4 V -	176465
9009764	- O4 V Y -	176465
9009766	- Fe O -	202019
9009767	- Fe0.925 O -	202019
9009768	- Fe3 O4 -	202019
9009772	- Ca2.55 Nd1.91 O28 Ti7.28 Zr3.22 -	176465
9009775	- Ba3 Fe21.85 O53 Ti9.15 -	176465
9009776	- Ba Fe11.04 O23 Ti2.96 -	176465
9009782	- Fe2 O3 -	202019
9009783	- Al2 O3 -	202019
9009793	- Mg O4 V2 -	176465
9009794	- Mg2 O4 V -	176465
9009795	- O4 V2 Zn -	176465
9009809	- Mg2 O4 V1.333 -	176465
9009810	- O4 Rh2 Sr0.375 -	176465
9009811	- O4 Pb W -	176465
9009812	- O4 Pb W -	176465
9009813	- O4 Pb W -	176465
9009827	- Al Ca Cu O9 Si2 -	176465
9009848	- Ba0.84 Fe9.363 K0.05 Mg0.305 Na0.06 O19 Sr0.05 Ti2.328 -	176465
9009866	- Mg0.3 Mn2.81 O7 Si W0.4 -	176465
9009880	- Al Li O2 -	176465
9009881	- B Li O2 -	205230
9009885	- Co D O2 -	176465
9009894	- Fe1.92 O4 Zn1.08 -	176465
9009919	- O2 Zr -	202019
9009920	- Fe2 Ni0.5 O4 Zn0.5 -	176465
9009921	- Cd0.1 Fe2 Ni0.5 O4 Zn0.4 -	176465
9009922	- Cd0.2 Fe2 Ni0.5 O4 Zn0.3 -	176465
9009923	- Cd0.3 Fe2 Ni0.5 O4 Zn0.2 -	176465
9009924	- Cd0.4 Fe2 Ni0.5 O4 Zn0.1 -	176465
9009925	- Cd0.5 Fe2 Ni0.5 O4 -	176465
9009937	- Al11 Na O17 -	176465
9009943	- O3 Sn Ta -	176465
9009944	- Ca2 O7 Ta2 -	176465
9009945	- Cd2 Nb2 O7 -	176725
9009946	- Cd2 O7 Ta2 -	176465
9009947	- O7 Sn2 Ta2 -	176465
9009950	- Ca1.4 K0.53 Na0.5 O20 Si8 Th -	176465
9009958	- Al Ge3 O8 Rb -	176465
9009960	- Al Cs Ge2 O6 -	176465
9009964	- Fe2 K2 Mg3 O30 Si12 -	176465
9009965	- K Mg5 Na O30 Si12 -	176465
9009966	- Cu2 K2 Mg3 O30 Si12 -	176465
9009967	- K2 Mg3 O30 Si12 Zn2 -	176465
9009968	- Mg5 Na2 O30 Si12 -	176465
9009969	- Cu2 Mg3 Na2 O30 Si12 -	176465
9009970	- Mg5 Na O30 Rb Si12 -	176465
9009971	- K3 Li Mg4 O30 Si12 -	176465
9009972	- Li Mg4 Na3 O30 Si12 -	176465
9009976	- Ca2 Fe5 Na O24 Si8 -	176465
9010021	- Al2 Ba O8 Si2 -	176465
9010022	- Al2 Ba O8 Si2 -	176465
9010029	- Mg4 O12 Si4 -	176465
9010047	- Fe2 O9 Si3 -	176465
9010059	- Al2 Mg2.85 O12 Sc0.3 Si2.85 -	176465
9010060	- Al1.86 Ca2.85 O12 Sc0.44 Si2.85 -	176465
9010061	- Ca3 Fe2 O12 Si3 -	176465
9010062	- Ca3 Fe1.8 O12 Sc0.2 Si3 -	176465
9010063	- Ca3 Fe1.6 O12 Sc0.4 Si3 -	176465
